TS,QV2M,PRECTOTCORR,date
30.62,12.45,3.41,2002-04-06
31.32,13.79,1.07,2002-04-07
32.08,11.9,1.5,2002-04-08
30.12,10.99,4.66,2002-04-09
30.99,9.16,0.04,2002-04-10
31.1,11.78,2.94,2002-04-11
29.85,12.57,2.46,2002-04-12
31.08,11.05,0.32,2002-04-13
31.09,12.21,3.23,2002-04-14
30.04,15.75,15.99,2002-04-15
32.15,15.01,0.18,2002-04-16
32.55,16.17,5.81,2002-04-17
33.55,14.95,0.23,2002-04-18
34.01,14.95,0.36,2002-04-19
34.55,15.08,0.72,2002-04-20
35.02,14.77,0.5,2002-04-21
34.28,13.85,1.1,2002-04-22
32.62,14.22,1.01,2002-04-23
33.18,14.28,1.07,2002-04-24
34.87,13.85,0.33,2002-04-25
33.15,15.99,18.81,2002-04-26
30.57,16.24,20.11,2002-04-27
31.78,13.67,0.26,2002-04-28
31.45,15.62,8.61,2002-04-29
32.15,15.38,3.15,2002-04-30
32.48,16.17,0.48,2002-05-01
32.57,16.72,2.43,2002-05-02
33.17,15.14,0.75,2002-05-03
33.8,14.77,0.54,2002-05-04
33.98,15.69,0.54,2002-05-05
31.92,15.93,1.51,2002-05-06
32.25,14.89,0.17,2002-05-07
33.96,16.05,0.07,2002-05-08
34.82,16.36,0.08,2002-05-09
34.51,17.58,2.03,2002-05-10
34.15,18.37,6.13,2002-05-11
34.87,18.19,2.75,2002-05-12
35.67,18.31,0.48,2002-05-13
34.68,19.1,3.74,2002-05-14
30.85,19.23,8.93,2002-05-15
33.07,17.76,3.43,2002-05-16
35.65,17.64,0.01,2002-05-17
36.53,17.09,0.04,2002-05-18
36.7,15.62,0.07,2002-05-19
36.94,14.28,0.15,2002-05-20
36.93,13.61,0.3,2002-05-21
37.37,14.65,0.65,2002-05-22
36.81,17.4,0.69,2002-05-23
33.58,18.68,9.21,2002-05-24
29.94,19.1,17.55,2002-05-25
30.74,19.1,12.58,2002-05-26
30.9,18.43,6.22,2002-05-27
30.44,17.21,6.96,2002-05-28
29.51,18.01,12.34,2002-05-29
32.58,16.85,0.81,2002-05-30
31.77,18.13,6.18,2002-05-31
31.08,19.1,11.93,2002-06-01
30.54,19.04,27.92,2002-06-02
32.83,18.43,1.11,2002-06-03
31.3,20.51,1.17,2002-06-04
31.69,20.32,1.56,2002-06-05
32.78,19.53,5.05,2002-06-06
31.27,20.69,10.88,2002-06-07
30.36,21.3,6.34,2002-06-08
30.01,20.57,4.3,2002-06-09
29.53,19.41,8.27,2002-06-10
28.78,20.26,3.78,2002-06-11
28.18,21.24,17.19,2002-06-12
28.26,21.91,22.85,2002-06-13
29.4,22.22,5.08,2002-06-14
29.99,21.67,3.47,2002-06-15
30.17,21.42,3.33,2002-06-16
30.4,21.73,9.12,2002-06-17
30.26,21.24,6.05,2002-06-18
30.44,21.12,6.24,2002-06-19
30.79,20.57,4.71,2002-06-20
30.61,21.48,3.3,2002-06-21
28.96,21.18,13.53,2002-06-22
28.26,22.09,14.97,2002-06-23
30.23,21.06,1.42,2002-06-24
29.55,20.87,7.39,2002-06-25
28.93,21.0,10.82,2002-06-26
29.81,20.63,5.22,2002-06-27
30.26,21.48,5.09,2002-06-28
29.57,21.61,4.67,2002-06-29
29.48,22.58,19.42,2002-06-30
28.81,22.77,21.05,2002-07-01
28.91,22.71,18.32,2002-07-02
29.69,22.22,10.39,2002-07-03
28.75,22.4,14.85,2002-07-04
28.82,22.46,14.88,2002-07-05
28.82,21.97,5.48,2002-07-06
29.39,22.34,3.65,2002-07-07
29.04,22.58,5.77,2002-07-08
29.27,22.03,2.77,2002-07-09
30.01,21.73,1.16,2002-07-10
30.44,22.09,1.03,2002-07-11
29.55,22.34,0.52,2002-07-12
30.02,23.01,18.44,2002-07-13
28.93,22.64,12.72,2002-07-14
28.9,21.3,3.63,2002-07-15
29.74,21.36,0.86,2002-07-16
28.74,21.55,1.15,2002-07-17
29.87,21.85,2.38,2002-07-18
29.41,22.16,3.26,2002-07-19
28.61,22.77,13.33,2002-07-20
29.51,22.16,17.61,2002-07-21
27.25,21.18,17.33,2002-07-22
27.88,20.69,2.14,2002-07-23
29.05,21.12,3.14,2002-07-24
28.45,20.51,2.78,2002-07-25
29.46,20.51,1.56,2002-07-26
27.8,21.0,5.16,2002-07-27
28.27,20.87,4.57,2002-07-28
28.73,21.61,5.05,2002-07-29
29.19,21.36,2.52,2002-07-30
28.79,21.12,1.83,2002-07-31
29.15,20.94,0.65,2002-08-01
28.32,21.36,5.9,2002-08-02
27.65,21.48,13.17,2002-08-03
28.28,20.69,7.78,2002-08-04
28.63,21.42,3.57,2002-08-05
28.69,21.48,0.23,2002-08-06
29.12,21.42,1.87,2002-08-07
29.87,21.67,0.66,2002-08-08
29.26,22.95,5.91,2002-08-09
29.3,22.83,8.95,2002-08-10
28.79,23.01,10.38,2002-08-11
27.77,22.09,31.43,2002-08-12
27.97,21.91,22.87,2002-08-13
27.62,21.42,14.15,2002-08-14
28.54,21.85,12.42,2002-08-15
27.62,21.67,13.95,2002-08-16
27.98,21.24,12.63,2002-08-17
28.13,21.73,7.57,2002-08-18
27.48,21.73,23.5,2002-08-19
28.11,21.42,27.23,2002-08-20
28.15,21.0,4.21,2002-08-21
27.65,21.06,1.48,2002-08-22
26.83,20.63,8.11,2002-08-23
27.16,20.08,5.51,2002-08-24
27.52,20.2,1.22,2002-08-25
28.55,20.39,9.47,2002-08-26
29.19,20.39,10.71,2002-08-27
28.67,20.87,2.52,2002-08-28
27.4,20.26,0.92,2002-08-29
27.99,20.94,0.45,2002-08-30
27.76,20.57,0.37,2002-08-31
28.36,20.75,0.21,2002-09-01
27.9,20.39,3.51,2002-09-02
28.13,20.69,10.26,2002-09-03
27.21,20.02,9.61,2002-09-04
28.18,20.08,0.94,2002-09-05
27.52,19.78,1.57,2002-09-06
27.64,19.65,0.43,2002-09-07
28.48,20.75,1.53,2002-09-08
27.33,21.12,3.57,2002-09-09
26.6,20.32,6.39,2002-09-10
26.01,19.9,6.19,2002-09-11
27.26,19.53,0.62,2002-09-12
28.26,19.47,0.08,2002-09-13
28.15,19.59,0.22,2002-09-14
27.44,19.9,1.4,2002-09-15
28.01,19.35,0.66,2002-09-16
28.34,18.31,2.29,2002-09-17
28.13,19.17,1.85,2002-09-18
28.14,19.29,0.1,2002-09-19
27.95,20.08,9.87,2002-09-20
27.52,20.32,9.82,2002-09-21
26.69,19.78,3.7,2002-09-22
26.12,20.02,12.3,2002-09-23
26.32,20.51,53.57,2002-09-24
26.27,20.57,53.13,2002-09-25
27.33,20.14,3.8,2002-09-26
26.55,19.78,12.53,2002-09-27
26.7,19.78,9.26,2002-09-28
27.62,20.39,8.28,2002-09-29
27.76,19.71,3.78,2002-09-30
28.18,19.23,1.28,2002-10-01
28.44,19.17,3.22,2002-10-02
28.35,19.17,0.77,2002-10-03
27.87,19.65,0.0,2002-10-04
27.4,18.86,0.0,2002-10-05
27.23,18.8,0.0,2002-10-06
27.62,18.49,0.14,2002-10-07
27.93,18.62,1.86,2002-10-08
27.07,18.19,1.5,2002-10-09
27.22,17.46,2.47,2002-10-10
27.37,17.58,2.97,2002-10-11
27.0,17.58,3.45,2002-10-12
25.74,17.15,3.34,2002-10-13
25.27,17.03,1.25,2002-10-14
25.31,17.09,0.17,2002-10-15
25.76,17.15,0.0,2002-10-16
26.02,16.91,1.64,2002-10-17
23.25,16.6,19.92,2002-10-18
23.3,16.3,6.97,2002-10-19
24.0,14.77,0.04,2002-10-20
23.48,13.43,0.0,2002-10-21
23.29,13.43,0.0,2002-10-22
24.48,14.89,0.0,2002-10-23
24.25,15.62,0.03,2002-10-24
23.86,15.2,0.0,2002-10-25
23.01,14.47,0.0,2002-10-26
21.97,12.94,0.0,2002-10-27
21.35,11.6,0.0,2002-10-28
20.67,11.47,0.0,2002-10-29
20.65,11.6,0.0,2002-10-30
21.74,12.88,0.0,2002-10-31
22.5,13.79,0.0,2002-11-01
22.05,13.49,0.0,2002-11-02
21.99,13.43,0.0,2002-11-03
22.93,13.98,0.0,2002-11-04
23.3,13.79,0.0,2002-11-05
23.14,13.92,0.0,2002-11-06
22.68,13.67,0.0,2002-11-07
21.95,13.18,0.0,2002-11-08
21.99,13.55,0.0,2002-11-09
21.84,13.12,0.0,2002-11-10
21.42,13.73,0.03,2002-11-11
20.62,14.4,26.26,2002-11-12
21.17,13.24,2.88,2002-11-13
20.23,11.78,0.01,2002-11-14
18.73,10.19,0.0,2002-11-15
18.76,10.5,0.0,2002-11-16
19.75,11.78,0.0,2002-11-17
19.46,11.41,0.0,2002-11-18
19.51,10.93,0.0,2002-11-19
18.91,9.52,0.0,2002-11-20
19.58,11.41,0.0,2002-11-21
19.48,11.54,0.0,2002-11-22
20.53,11.96,0.0,2002-11-23
20.32,12.02,0.0,2002-11-24
20.62,12.45,0.0,2002-11-25
21.05,12.63,0.0,2002-11-26
20.54,12.02,0.0,2002-11-27
20.4,12.27,0.0,2002-11-28
19.76,11.78,0.0,2002-11-29
19.3,10.62,0.0,2002-11-30
18.65,9.16,0.0,2002-12-01
17.09,8.0,0.0,2002-12-02
17.14,8.97,0.0,2002-12-03
17.77,10.07,0.0,2002-12-04
17.25,8.73,0.0,2002-12-05
16.52,7.69,0.0,2002-12-06
15.94,7.26,0.05,2002-12-07
15.58,7.87,0.0,2002-12-08
15.76,7.69,0.0,2002-12-09
15.14,6.77,0.0,2002-12-10
16.06,8.36,0.0,2002-12-11
16.96,9.4,0.0,2002-12-12
16.72,8.42,0.0,2002-12-13
16.55,8.36,0.0,2002-12-14
16.96,8.85,0.0,2002-12-15
17.89,9.4,0.0,2002-12-16
17.53,8.61,0.0,2002-12-17
17.12,8.24,0.0,2002-12-18
17.51,8.54,0.0,2002-12-19
17.87,9.22,0.08,2002-12-20
17.37,9.46,0.0,2002-12-21
16.65,8.79,0.0,2002-12-22
16.52,9.4,0.0,2002-12-23
16.76,9.16,0.0,2002-12-24
16.9,9.09,0.04,2002-12-25
17.31,8.91,0.0,2002-12-26
16.0,7.63,0.0,2002-12-27
14.69,6.96,0.0,2002-12-28
14.1,6.53,0.0,2002-12-29
13.59,6.23,0.0,2002-12-30
13.99,7.08,0.19,2002-12-31
13.21,8.3,0.45,2003-01-01
15.01,7.87,0.0,2003-01-02
16.15,8.18,0.0,2003-01-03
15.82,7.08,0.0,2003-01-04
14.13,6.16,0.0,2003-01-05
14.06,6.41,0.0,2003-01-06
13.86,5.98,0.0,2003-01-07
13.24,5.25,0.0,2003-01-08
12.48,5.13,0.0,2003-01-09
13.2,5.07,0.0,2003-01-10
12.32,4.46,0.0,2003-01-11
13.21,5.13,0.0,2003-01-12
13.27,4.76,0.0,2003-01-13
13.13,4.46,0.0,2003-01-14
12.98,4.88,0.0,2003-01-15
13.2,4.88,0.0,2003-01-16
13.73,5.37,0.0,2003-01-17
14.5,5.0,0.0,2003-01-18
14.53,4.88,0.0,2003-01-19
13.29,4.21,0.0,2003-01-20
12.32,3.97,0.0,2003-01-21
13.05,4.15,0.0,2003-01-22
12.47,4.15,0.0,2003-01-23
13.62,5.13,0.0,2003-01-24
14.69,5.74,0.0,2003-01-25
15.24,5.92,0.0,2003-01-26
15.55,6.16,0.0,2003-01-27
16.88,7.26,0.0,2003-01-28
15.75,8.0,0.22,2003-01-29
17.55,8.61,1.06,2003-01-30
19.73,8.54,0.0,2003-01-31
20.48,9.28,2.14,2003-02-01
20.93,9.83,2.31,2003-02-02
21.79,10.38,0.06,2003-02-03
22.12,9.52,0.0,2003-02-04
19.58,9.95,0.38,2003-02-05
21.23,8.97,0.02,2003-02-06
20.24,7.57,0.0,2003-02-07
20.41,8.0,0.53,2003-02-08
21.0,9.46,1.86,2003-02-09
22.06,9.95,1.53,2003-02-10
22.43,9.28,0.8,2003-02-11
19.22,10.07,8.48,2003-02-12
20.96,9.46,0.0,2003-02-13
19.03,5.98,0.41,2003-02-14
17.94,5.86,0.0,2003-02-15
19.76,6.16,0.0,2003-02-16
20.57,6.96,0.0,2003-02-17
22.48,8.0,0.7,2003-02-18
22.41,9.28,6.49,2003-02-19
22.11,10.74,1.0,2003-02-20
20.84,6.96,0.0,2003-02-21
19.62,6.1,0.0,2003-02-22
20.32,6.35,0.0,2003-02-23
21.0,6.41,0.0,2003-02-24
22.31,7.39,0.0,2003-02-25
22.51,7.63,1.19,2003-02-26
23.54,7.69,0.02,2003-02-27
24.77,8.97,0.01,2003-02-28
25.85,9.46,0.0,2003-03-01
26.94,9.34,0.01,2003-03-02
26.69,8.91,0.0,2003-03-03
26.05,6.71,0.0,2003-03-04
20.67,3.66,0.0,2003-03-05
20.2,4.03,0.0,2003-03-06
20.58,4.52,0.0,2003-03-07
20.88,4.64,0.0,2003-03-08
21.9,5.37,0.0,2003-03-09
23.16,5.74,0.0,2003-03-10
23.13,9.22,3.87,2003-03-11
21.98,13.12,12.95,2003-03-12
23.97,11.72,0.83,2003-03-13
25.42,12.57,3.39,2003-03-14
26.05,12.39,2.03,2003-03-15
25.24,9.64,0.04,2003-03-16
25.3,11.78,7.05,2003-03-17
25.81,12.27,3.66,2003-03-18
26.26,10.74,2.21,2003-03-19
24.87,8.36,2.28,2003-03-20
25.58,8.24,0.08,2003-03-21
26.51,10.25,0.0,2003-03-22
28.09,10.19,0.0,2003-03-23
28.56,10.01,0.0,2003-03-24
29.27,10.44,0.52,2003-03-25
29.45,12.08,2.87,2003-03-26
29.26,12.82,1.42,2003-03-27
29.04,12.82,1.13,2003-03-28
30.21,11.66,0.24,2003-03-29
29.61,14.28,6.15,2003-03-30
29.6,15.5,7.14,2003-03-31
28.14,9.28,0.35,2003-04-01
27.27,8.18,3.68,2003-04-02
29.05,9.03,0.0,2003-04-03
29.88,14.4,0.27,2003-04-04
31.42,15.2,0.1,2003-04-05
32.4,13.73,0.04,2003-04-06
31.68,8.91,0.0,2003-04-07
29.79,5.92,0.0,2003-04-08
30.04,5.86,0.0,2003-04-09
31.15,8.54,0.0,2003-04-10
31.88,10.01,0.0,2003-04-11
31.46,9.95,0.07,2003-04-12
32.57,8.12,0.01,2003-04-13
33.31,15.38,5.65,2003-04-14
32.1,14.83,2.44,2003-04-15
34.21,13.92,0.12,2003-04-16
34.1,13.49,0.29,2003-04-17
34.89,12.63,0.1,2003-04-18
33.83,14.95,7.17,2003-04-19
33.23,17.4,6.3,2003-04-20
33.62,16.24,2.58,2003-04-21
32.12,14.95,7.86,2003-04-22
33.12,15.26,1.41,2003-04-23
34.22,15.32,0.05,2003-04-24
34.55,15.26,1.3,2003-04-25
34.99,15.81,1.11,2003-04-26
35.13,15.08,1.83,2003-04-27
33.87,15.56,3.43,2003-04-28
32.12,17.03,4.63,2003-04-29
31.14,15.99,5.31,2003-04-30
30.91,13.37,0.3,2003-05-01
31.7,15.2,4.62,2003-05-02
33.84,16.17,0.43,2003-05-03
35.07,13.79,0.18,2003-05-04
31.01,5.25,0.01,2003-05-05
32.83,10.5,0.26,2003-05-06
34.16,14.47,2.55,2003-05-07
33.84,16.66,6.5,2003-05-08
31.18,16.54,11.48,2003-05-09
32.55,15.08,0.76,2003-05-10
33.77,14.1,5.35,2003-05-11
32.87,14.47,4.07,2003-05-12
33.62,14.89,0.0,2003-05-13
35.01,14.95,2.02,2003-05-14
32.4,17.15,22.07,2003-05-15
33.71,16.54,0.85,2003-05-16
34.87,15.56,0.05,2003-05-17
35.4,14.89,0.66,2003-05-18
34.9,14.53,1.0,2003-05-19
35.69,15.93,2.91,2003-05-20
32.7,18.62,14.61,2003-05-21
32.42,18.13,5.63,2003-05-22
33.16,18.07,3.14,2003-05-23
33.74,17.27,4.3,2003-05-24
33.26,17.94,5.34,2003-05-25
34.27,15.08,0.87,2003-05-26
34.65,12.45,0.0,2003-05-27
35.36,10.86,0.16,2003-05-28
34.77,15.14,1.72,2003-05-29
35.46,15.93,0.18,2003-05-30
36.79,15.87,0.1,2003-05-31
36.8,15.56,0.38,2003-06-01
36.51,16.97,0.38,2003-06-02
36.3,17.46,0.57,2003-06-03
34.19,18.92,10.93,2003-06-04
31.14,21.0,20.08,2003-06-05
32.25,19.47,3.11,2003-06-06
33.01,20.08,7.6,2003-06-07
31.83,20.57,12.05,2003-06-08
33.41,19.29,9.35,2003-06-09
32.44,20.57,6.86,2003-06-10
30.73,21.12,4.4,2003-06-11
31.75,20.87,4.28,2003-06-12
33.61,19.59,0.64,2003-06-13
32.0,19.78,1.11,2003-06-14
31.94,19.59,0.64,2003-06-15
33.14,19.17,0.21,2003-06-16
31.92,19.17,5.52,2003-06-17
28.38,20.45,8.68,2003-06-18
29.64,20.39,10.34,2003-06-19
29.58,20.51,13.64,2003-06-20
28.62,21.36,19.77,2003-06-21
27.63,21.3,24.65,2003-06-22
28.77,21.48,33.5,2003-06-23
28.21,21.67,9.37,2003-06-24
29.65,21.79,6.71,2003-06-25
29.56,21.73,8.0,2003-06-26
30.48,21.67,4.13,2003-06-27
28.85,21.73,13.03,2003-06-28
28.5,21.0,10.78,2003-06-29
28.86,21.48,5.63,2003-06-30
29.62,21.12,6.65,2003-07-01
29.21,21.85,6.58,2003-07-02
29.76,21.3,4.44,2003-07-03
28.77,21.48,5.13,2003-07-04
29.41,21.12,2.48,2003-07-05
29.16,21.36,2.28,2003-07-06
28.43,21.06,0.78,2003-07-07
28.65,21.3,5.56,2003-07-08
28.34,21.91,15.72,2003-07-09
29.1,21.3,12.63,2003-07-10
28.14,22.28,2.66,2003-07-11
28.48,22.22,9.36,2003-07-12
28.4,22.58,8.57,2003-07-13
27.81,21.42,5.92,2003-07-14
28.09,21.48,0.75,2003-07-15
29.71,21.36,2.5,2003-07-16
30.14,21.42,3.51,2003-07-17
30.06,21.0,2.15,2003-07-18
30.05,21.12,0.51,2003-07-19
29.97,21.85,0.73,2003-07-20
29.17,21.55,1.55,2003-07-21
28.62,21.55,1.28,2003-07-22
30.26,21.24,1.1,2003-07-23
30.43,21.91,0.9,2003-07-24
29.02,23.32,5.36,2003-07-25
29.58,22.16,2.65,2003-07-26
28.8,22.03,4.18,2003-07-27
28.65,21.36,4.09,2003-07-28
28.92,21.91,19.46,2003-07-29
28.74,21.48,24.61,2003-07-30
28.48,21.55,7.46,2003-07-31
28.8,21.24,5.37,2003-08-01
28.59,20.69,3.27,2003-08-02
29.4,20.63,0.69,2003-08-03
28.62,20.57,2.29,2003-08-04
29.87,21.0,1.87,2003-08-05
30.29,21.42,0.06,2003-08-06
30.62,21.73,0.53,2003-08-07
29.59,21.91,0.69,2003-08-08
29.25,21.55,0.67,2003-08-09
29.53,21.61,2.11,2003-08-10
29.12,21.42,5.35,2003-08-11
28.52,22.09,7.46,2003-08-12
29.59,22.28,3.16,2003-08-13
29.81,22.16,1.65,2003-08-14
29.46,22.28,7.89,2003-08-15
29.83,21.79,2.72,2003-08-16
29.76,21.91,9.7,2003-08-17
28.74,21.24,6.1,2003-08-18
29.52,21.3,0.7,2003-08-19
29.26,21.3,0.4,2003-08-20
30.79,21.24,1.21,2003-08-21
29.08,21.91,3.53,2003-08-22
29.2,21.79,10.75,2003-08-23
27.76,20.94,8.22,2003-08-24
29.56,21.0,0.5,2003-08-25
30.92,21.3,0.69,2003-08-26
29.74,22.16,6.03,2003-08-27
28.66,21.24,4.83,2003-08-28
29.39,21.24,4.15,2003-08-29
29.81,21.3,3.42,2003-08-30
29.67,21.36,5.95,2003-08-31
29.91,21.48,1.81,2003-09-01
28.79,21.48,2.54,2003-09-02
29.6,20.81,3.79,2003-09-03
29.35,20.39,1.25,2003-09-04
29.04,20.51,0.7,2003-09-05
28.58,20.94,2.55,2003-09-06
28.51,20.69,5.08,2003-09-07
28.1,20.39,2.6,2003-09-08
28.94,20.26,1.19,2003-09-09
29.07,20.57,0.39,2003-09-10
28.8,20.81,7.14,2003-09-11
28.2,21.18,11.91,2003-09-12
28.02,21.06,1.05,2003-09-13
28.51,20.94,1.02,2003-09-14
27.79,20.75,1.54,2003-09-15
28.42,20.69,2.14,2003-09-16
28.42,19.9,2.98,2003-09-17
28.94,20.14,2.68,2003-09-18
28.22,20.69,12.19,2003-09-19
27.69,21.06,13.16,2003-09-20
27.79,20.2,3.23,2003-09-21
28.41,20.08,3.86,2003-09-22
27.69,20.08,10.25,2003-09-23
26.81,20.26,12.12,2003-09-24
27.54,19.71,4.08,2003-09-25
27.24,19.53,5.96,2003-09-26
27.55,19.53,1.65,2003-09-27
27.05,20.2,18.6,2003-09-28
26.73,19.9,12.75,2003-09-29
27.83,19.96,2.64,2003-09-30
27.62,19.53,2.35,2003-10-01
27.64,19.47,10.23,2003-10-02
27.06,18.98,1.63,2003-10-03
27.04,18.98,1.49,2003-10-04
26.62,18.49,2.67,2003-10-05
26.08,18.13,4.93,2003-10-06
24.82,18.19,40.85,2003-10-07
24.36,18.01,20.81,2003-10-08
26.23,20.51,41.62,2003-10-09
27.61,20.87,8.77,2003-10-10
26.17,16.85,0.37,2003-10-11
25.36,15.14,0.05,2003-10-12
25.34,15.5,0.0,2003-10-13
24.59,15.26,0.0,2003-10-14
25.46,16.3,0.01,2003-10-15
26.05,16.91,0.07,2003-10-16
26.87,17.15,0.98,2003-10-17
26.38,18.07,4.04,2003-10-18
27.21,18.55,0.32,2003-10-19
27.09,18.55,0.65,2003-10-20
27.23,17.7,1.15,2003-10-21
26.08,15.81,5.71,2003-10-22
25.83,16.48,2.99,2003-10-23
24.62,16.48,5.59,2003-10-24
23.91,16.6,9.9,2003-10-25
24.65,17.58,11.36,2003-10-26
25.89,18.37,6.97,2003-10-27
26.57,18.49,2.02,2003-10-28
26.76,17.94,0.04,2003-10-29
25.87,16.85,0.04,2003-10-30
25.14,16.05,0.72,2003-10-31
24.53,15.26,0.97,2003-11-01
23.63,13.79,0.05,2003-11-02
23.3,14.1,0.01,2003-11-03
22.08,12.63,0.0,2003-11-04
22.01,12.88,0.0,2003-11-05
22.01,13.06,0.0,2003-11-06
21.87,12.88,0.18,2003-11-07
21.89,12.51,0.05,2003-11-08
21.2,11.84,0.0,2003-11-09
20.89,11.6,0.0,2003-11-10
20.87,12.82,0.0,2003-11-11
20.94,12.88,0.0,2003-11-12
20.7,12.76,0.0,2003-11-13
20.55,12.39,0.0,2003-11-14
19.9,11.9,0.0,2003-11-15
20.33,11.96,0.07,2003-11-16
20.05,11.23,0.04,2003-11-17
19.87,10.99,0.0,2003-11-18
20.15,11.41,0.0,2003-11-19
19.35,10.8,0.0,2003-11-20
17.77,9.16,0.0,2003-11-21
17.21,8.79,0.0,2003-11-22
19.51,11.41,0.0,2003-11-23
20.37,12.21,0.0,2003-11-24
19.38,10.56,0.0,2003-11-25
19.31,10.62,0.0,2003-11-26
18.8,10.44,0.0,2003-11-27
17.48,8.54,0.0,2003-11-28
17.55,10.13,0.0,2003-11-29
17.86,10.44,0.0,2003-11-30
17.21,9.28,0.0,2003-12-01
17.04,9.64,0.0,2003-12-02
17.15,9.22,0.0,2003-12-03
17.2,9.03,0.0,2003-12-04
17.1,9.46,0.0,2003-12-05
16.91,9.83,0.0,2003-12-06
17.11,9.89,0.0,2003-12-07
17.91,10.25,0.0,2003-12-08
18.76,10.25,0.0,2003-12-09
19.39,10.62,0.0,2003-12-10
19.4,10.62,0.0,2003-12-11
18.85,10.01,0.0,2003-12-12
18.54,10.01,0.0,2003-12-13
18.55,9.77,0.0,2003-12-14
18.08,10.01,0.0,2003-12-15
19.4,10.38,0.1,2003-12-16
19.66,11.11,1.67,2003-12-17
19.51,10.74,0.18,2003-12-18
20.43,11.41,1.83,2003-12-19
19.42,10.5,0.08,2003-12-20
17.94,8.67,0.0,2003-12-21
17.14,7.51,0.0,2003-12-22
16.76,7.32,0.0,2003-12-23
16.19,6.53,0.0,2003-12-24
15.62,6.53,0.0,2003-12-25
15.19,6.47,0.0,2003-12-26
15.29,8.61,0.52,2003-12-27
13.81,8.3,6.4,2003-12-28
14.95,7.87,0.0,2003-12-29
15.18,7.69,0.0,2003-12-30
14.8,7.08,0.0,2003-12-31
14.47,6.23,0.0,2004-01-01
13.94,6.1,0.0,2004-01-02
13.08,5.74,0.12,2004-01-03
12.73,6.1,0.0,2004-01-04
13.24,5.98,0.0,2004-01-05
15.05,6.65,0.0,2004-01-06
15.44,6.65,0.0,2004-01-07
15.1,5.92,0.0,2004-01-08
13.98,5.25,0.0,2004-01-09
14.33,5.8,0.0,2004-01-10
15.92,7.75,0.0,2004-01-11
16.55,8.0,0.0,2004-01-12
16.71,7.32,0.0,2004-01-13
16.69,6.77,0.0,2004-01-14
17.69,7.45,0.0,2004-01-15
17.9,8.36,0.0,2004-01-16
18.11,8.18,0.0,2004-01-17
18.67,8.3,0.01,2004-01-18
19.48,9.64,0.28,2004-01-19
19.31,9.77,0.0,2004-01-20
18.95,8.91,0.0,2004-01-21
19.12,8.91,0.7,2004-01-22
21.21,10.01,0.18,2004-01-23
19.29,10.8,5.92,2004-01-24
18.02,8.12,0.07,2004-01-25
14.65,5.49,0.0,2004-01-26
15.76,5.68,0.0,2004-01-27
15.01,5.49,0.0,2004-01-28
15.49,5.8,0.0,2004-01-29
16.81,6.04,0.0,2004-01-30
17.84,7.08,0.06,2004-01-31
19.94,9.7,0.21,2004-02-01
19.7,7.81,0.0,2004-02-02
16.5,5.31,0.0,2004-02-03
15.85,5.37,0.0,2004-02-04
15.91,5.07,0.0,2004-02-05
16.87,6.35,0.0,2004-02-06
17.03,6.23,0.0,2004-02-07
15.96,5.25,0.0,2004-02-08
17.3,6.47,0.0,2004-02-09
19.24,6.9,0.0,2004-02-10
19.93,6.53,0.0,2004-02-11
20.08,6.59,0.0,2004-02-12
20.21,7.57,0.0,2004-02-13
20.71,6.9,0.0,2004-02-14
20.35,6.59,0.0,2004-02-15
20.58,6.84,0.0,2004-02-16
20.61,7.51,0.0,2004-02-17
20.9,6.9,0.0,2004-02-18
22.58,8.12,0.02,2004-02-19
23.33,8.85,0.0,2004-02-20
22.16,9.03,0.03,2004-02-21
21.55,7.39,0.0,2004-02-22
21.63,6.23,0.0,2004-02-23
22.27,6.59,0.0,2004-02-24
22.87,8.0,0.0,2004-02-25
23.66,8.54,0.0,2004-02-26
24.43,8.3,0.0,2004-02-27
24.3,6.59,0.0,2004-02-28
24.74,6.35,0.0,2004-02-29
24.27,5.13,0.0,2004-03-01
23.58,4.03,0.0,2004-03-02
22.72,4.39,0.0,2004-03-03
22.06,4.27,0.0,2004-03-04
22.47,4.39,0.0,2004-03-05
23.83,4.82,0.02,2004-03-06
23.66,5.92,1.19,2004-03-07
24.43,7.51,0.13,2004-03-08
27.44,7.93,0.0,2004-03-09
27.51,7.39,1.42,2004-03-10
26.76,9.28,0.97,2004-03-11
27.56,8.42,0.0,2004-03-12
28.05,8.12,0.05,2004-03-13
28.62,8.3,0.0,2004-03-14
29.0,8.61,0.0,2004-03-15
29.75,8.18,0.0,2004-03-16
30.63,9.03,0.04,2004-03-17
31.49,10.99,0.0,2004-03-18
31.63,12.63,3.83,2004-03-19
28.02,9.52,9.67,2004-03-20
28.69,9.77,0.0,2004-03-21
29.16,8.73,0.0,2004-03-22
30.76,10.74,0.0,2004-03-23
31.48,10.25,0.0,2004-03-24
31.38,8.73,0.0,2004-03-25
31.37,9.16,0.0,2004-03-26
32.76,9.77,0.0,2004-03-27
32.9,7.81,0.14,2004-03-28
31.86,5.68,0.0,2004-03-29
31.14,8.61,0.12,2004-03-30
32.1,6.35,0.07,2004-03-31
32.29,8.79,0.09,2004-04-01
32.62,11.6,0.49,2004-04-02
33.43,11.05,1.01,2004-04-03
34.06,12.7,0.38,2004-04-04
34.73,11.96,0.11,2004-04-05
31.99,13.98,9.66,2004-04-06
28.58,15.81,10.27,2004-04-07
29.84,13.73,0.39,2004-04-08
30.23,15.69,7.84,2004-04-09
